,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO,OUT
2371,31.7,11.08,3.89,19.66,25.66,6.0,2
2372,36.44,9.37,3.76,23.91,30.15,6.24,2
2373,39.56,8.32,3.82,28.36,34.35,5.99,2
2374,39.42,7.59,3.83,40.61,46.41,5.8,2
2375,29.55,7.56,4.37,46.87,52.98,6.11,2
2376,25.2,7.93,5.31,39.17,44.17,5.0,2
2377,36.7,7.2,5.12,51.27,57.41,6.14,2
2378,48.66,7.33,3.57,49.47,55.92,6.45,2
2379,47.52,8.0,3.37,54.22,60.19,5.97,2
2380,43.67,7.66,3.52,44.18,49.42,5.24,2
2381,41.56,8.31,3.56,42.65,47.63,4.98,2
2382,34.41,7.34,3.8,33.62,38.45,4.83,2
2383,30.0,5.17,3.72,18.84,23.57,4.73,2
2384,33.2,6.92,3.88,23.81,30.09,6.28,1
2385,24.77,13.34,3.62,39.18,51.58,12.4,1
2386,23.24,9.75,3.44,29.32,38.4,9.08,2
2387,26.2,7.62,3.49,18.91,25.5,6.59,1
2388,24.52,7.49,4.05,14.54,20.34,5.8,2
2389,26.82,6.85,4.23,11.81,17.05,5.24,2
2390,31.03,6.33,4.08,12.91,18.3,5.39,2
2391,29.95,6.24,4.31,23.39,30.39,7.0,2
2392,36.16,6.3,4.37,29.25,35.96,6.71,2
2393,41.99,6.94,4.09,49.08,55.5,6.42,3
2394,45.41,6.89,4.3,157.13,198.97,41.84,3
2395,45.41,6.89,4.29,157.13,198.97,41.84,3
2396,75.33,24.75,2.78,53.86,61.08,7.22,3
2397,60.26,24.95,2.93,67.28,75.71,8.43,3
2398,59.39,31.56,3.23,53.04,60.86,7.82,3
2399,56.67,32.78,2.84,43.63,49.34,5.71,3
2400,45.99,30.57,2.77,34.19,39.86,5.67,3
2401,45.25,34.83,2.88,35.55,41.03,5.48,2
2402,44.24,29.87,2.86,39.94,45.95,6.01,2
2403,38.45,17.84,2.92,67.3,83.51,16.21,2
2404,40.3,29.91,3.0,68.19,90.72,22.53,3
2405,44.14,40.4,3.02,78.51,105.54,27.03,2
2406,45.74,28.26,3.81,84.09,111.56,27.47,2
2407,36.23,10.84,2.87,12.93,17.96,5.03,2
2408,31.97,9.11,2.89,14.64,20.09,5.45,1
2409,23.41,8.42,2.75,16.1,21.56,5.46,2
2410,20.0,4.88,0.77,67.72,166.8,99.08,1
2411,15.34,3.94,2.28,28.49,34.49,6.0,1
2412,20.47,6.86,3.1,45.89,52.02,6.13,2
2413,32.19,14.73,4.26,43.14,47.85,4.71,2
2414,38.45,15.66,3.82,56.07,61.18,5.11,2
2415,40.87,13.25,3.36,42.32,47.63,5.31,2
2416,35.24,13.51,3.08,44.51,49.85,5.34,2
2417,30.35,11.21,2.66,46.83,51.95,5.12,2
2418,33.2,11.75,2.83,50.03,54.81,4.78,2
2419,37.37,12.19,3.13,43.94,49.59,5.65,2
2420,42.68,20.31,2.58,35.45,40.57,5.12,3
2421,37.51,35.35,2.14,33.5,39.56,6.06,3
2422,39.91,36.29,2.55,84.54,115.62,31.08,3
2423,33.81,31.82,3.34,63.73,83.89,20.16,3
2424,33.06,32.42,3.07,42.88,55.05,12.17,2
2425,31.72,8.77,2.66,21.21,27.32,6.11,2
2426,29.44,7.64,2.65,22.48,28.38,5.9,2
2427,26.28,6.12,2.87,18.04,23.16,5.12,1
2428,23.38,6.26,2.7,20.3,25.82,5.52,1
2429,24.82,7.16,2.62,34.02,39.93,5.91,2
2430,26.76,6.46,2.5,76.87,84.51,7.64,3
2431,33.05,15.35,2.75,112.59,125.17,12.58,3
2432,43.38,21.81,3.5,161.67,228.32,66.65,3
2433,59.48,15.25,3.53,174.27,291.15,116.88,3
2434,73.28,15.56,3.65,171.95,313.28,141.33,3
2435,73.46,20.64,3.38,155.0,229.12,74.12,3
2436,73.78,24.16,3.0,67.87,81.32,13.45,3
2437,57.04,21.45,2.52,60.02,66.33,6.31,2
2438,46.36,14.84,3.12,60.11,67.98,7.87,2
2439,47.78,15.88,2.78,41.83,47.8,5.97,2
2440,28.61,22.51,2.74,59.27,76.29,17.02,2
2441,28.87,15.58,2.63,43.01,53.93,10.92,2
2442,27.35,11.33,2.57,30.26,38.41,8.15,2
2443,32.31,11.73,2.7,26.06,32.21,6.15,2
2444,32.85,12.1,3.27,21.53,28.16,6.63,2
2445,28.34,11.34,3.27,21.85,28.54,6.69,2
2446,30.82,11.48,3.46,17.23,22.26,5.03,2
2447,33.43,9.38,3.46,23.44,29.07,5.63,2
2448,28.96,7.2,3.62,25.66,31.39,5.73,2
2449,34.69,5.92,3.43,67.22,75.13,7.91,3
2450,45.83,6.74,3.53,130.16,150.74,20.58,3
2451,56.78,8.08,3.52,155.93,188.04,32.11,4
2452,74.01,17.0,4.31,233.45,362.38,128.93,4
2453,54.58,28.05,5.14,246.15,446.86,200.71,3
2454,63.79,50.65,3.31,114.55,144.67,30.12,4
2455,100.22,37.88,3.35,75.58,84.65,9.07,3
2456,77.56,26.46,3.35,71.23,81.28,10.05,3
2457,61.97,20.84,3.29,55.09,60.75,5.66,3
2458,63.88,14.37,3.55,56.25,63.28,7.03,3
2459,53.95,12.46,3.77,74.98,91.79,16.81,2
2460,44.86,27.6,3.77,68.77,89.15,20.38,3
2461,39.7,37.15,4.92,99.23,130.35,31.12,3
2462,43.83,31.29,4.41,78.09,96.72,18.63,2
2463,33.73,29.39,4.13,56.65,67.97,11.32,2
2464,35.22,18.62,3.86,27.3,34.45,7.15,2
2465,44.35,14.72,4.07,22.83,30.29,7.46,2
2466,38.62,14.17,4.32,23.47,30.66,7.19,2
2467,36.31,13.76,4.72,27.69,34.66,6.97,2
2468,49.5,12.49,5.16,26.52,33.7,7.18,3
2469,54.0,9.53,5.07,33.55,40.32,6.77,3
2470,50.2,7.95,4.32,46.35,54.44,8.09,3
2471,58.21,16.16,4.34,58.69,68.15,9.46,3
2472,68.54,20.34,3.92,71.64,83.55,11.91,3
2473,67.26,13.6,4.25,78.18,89.41,11.23,3
2474,69.94,20.4,7.92,62.0,71.31,9.31,3
2475,74.33,29.21,7.81,63.76,71.89,8.13,3
2476,80.66,34.28,6.33,56.03,61.92,5.89,3
2477,88.0,42.7,5.62,55.38,62.0,6.62,3
2478,86.34,47.38,4.98,43.14,49.58,6.44,3
2479,73.5,53.13,4.75,20.39,24.97,4.58,3
2480,63.25,51.55,4.47,22.11,26.8,4.69,3
2481,56.33,38.27,4.7,25.0,30.19,5.19,3
2482,49.12,34.15,4.31,62.23,70.79,8.56,3
2483,55.82,46.35,4.62,96.89,116.62,19.73,3
2484,56.69,48.63,4.3,55.29,65.18,9.89,3
2485,52.98,52.26,4.16,13.73,19.06,5.33,3
2486,56.97,36.93,4.05,12.08,17.56,5.48,3
2487,55.64,31.22,3.8,14.49,20.74,6.25,2
2488,48.08,27.74,3.98,18.07,24.62,6.55,2
2489,40.59,16.11,4.17,17.23,23.81,6.58,2
2490,39.88,11.43,4.14,17.17,23.27,6.1,2
2491,40.34,9.34,4.22,19.96,26.25,6.29,2
2492,40.6,8.43,4.38,30.91,38.15,7.24,2
2493,43.94,8.29,4.48,43.02,50.75,7.73,3
2494,43.92,8.1,4.27,102.39,115.55,13.16,3
2495,47.2,15.01,4.64,134.29,158.85,24.56,3
2496,59.26,27.23,4.76,69.88,79.43,9.55,3
2497,64.72,33.42,4.38,48.69,53.86,5.17,3
2498,60.69,38.0,4.5,38.75,44.08,5.33,3
2499,52.12,40.8,4.1,29.85,34.81,4.96,3
2500,44.05,41.45,4.35,22.19,26.98,4.79,3
2501,35.58,34.03,4.18,22.84,27.8,4.96,2
2502,28.42,26.08,4.66,18.45,23.32,4.87,3
2503,31.72,30.63,4.74,16.93,21.75,4.82,2
2504,30.74,20.5,4.3,25.6,30.89,5.29,2
2505,29.96,18.62,3.87,30.24,36.87,6.63,3
2506,31.6,30.11,3.84,69.85,87.62,17.77,3
2507,31.52,45.99,3.79,81.43,105.63,24.2,3
2508,42.51,39.74,3.67,54.54,67.84,13.3,2
2509,43.84,28.07,3.35,45.33,55.77,10.44,2
2510,40.63,12.35,3.99,16.53,21.75,5.22,2
2511,42.76,12.24,3.86,17.6,24.2,6.6,2
2512,48.25,11.13,4.17,19.1,25.61,6.51,2
2513,41.02,9.32,4.62,25.71,32.13,6.42,2
2514,49.01,8.85,3.74,32.32,39.22,6.9,3
2515,79.84,26.73,3.44,32.45,38.65,6.2,4
2516,93.24,42.36,3.24,32.41,39.87,7.46,3
2517,81.7,41.53,2.84,35.04,40.83,5.79,3
2518,62.82,46.46,3.07,30.22,35.64,5.42,3
2519,46.37,40.75,2.92,26.56,31.67,5.11,2
2520,33.06,24.65,3.17,27.46,32.12,4.66,2
2521,27.75,21.82,2.95,21.3,25.82,4.52,2
2522,28.58,20.98,2.94,17.45,21.9,4.45,2
2523,28.42,18.75,2.8,14.07,18.55,4.48,2
2524,25.86,19.58,2.69,7.88,12.15,4.27,2
2525,20.27,18.85,3.0,8.23,12.53,4.3,2
2526,29.07,27.2,2.29,18.82,31.41,12.59,2
2527,38.4,29.15,2.2,12.96,19.62,6.66,2
2528,42.94,17.84,1.94,14.05,20.33,6.28,2
2529,33.28,13.17,2.23,10.93,16.15,5.22,2
2530,33.44,10.49,2.14,12.33,17.52,5.19,2
2531,45.5,18.86,2.37,14.11,19.28,5.17,2
2532,42.47,13.84,2.46,16.55,21.79,5.24,2
2533,37.5,12.33,2.62,19.88,25.82,5.94,2
2534,47.5,10.15,2.53,22.05,27.09,5.04,3
2535,56.26,7.85,2.65,59.21,65.96,6.75,2
2536,46.73,11.09,2.48,66.0,71.3,5.3,2
2537,46.02,16.55,2.68,64.33,70.92,6.59,3
2538,54.22,22.92,2.9,48.16,54.06,5.9,3
2539,55.21,26.29,2.58,47.34,53.05,5.71,2
2540,46.68,20.11,2.56,57.95,64.23,6.28,2
2541,41.11,14.53,2.83,37.81,42.93,5.12,2
2542,41.12,12.63,2.82,30.66,35.5,4.84,2
2543,32.11,14.28,3.17,22.62,27.22,4.6,2
2544,24.59,18.34,3.0,55.62,73.13,17.51,2
2545,27.4,26.97,2.89,49.43,65.77,16.34,3
2546,32.73,31.22,2.67,39.78,52.17,12.39,2
2547,35.7,24.8,2.73,34.55,44.51,9.96,3
2548,58.18,26.94,4.46,68.97,77.4,8.43,3
2549,74.82,45.96,3.76,34.83,41.12,6.29,3
2550,73.9,45.92,3.46,41.07,48.83,7.76,3
2551,54.29,40.0,3.47,31.09,36.8,5.71,3
2552,39.16,38.81,3.15,22.59,27.69,5.1,3
2553,39.78,33.84,3.51,26.35,31.7,5.35,2
2554,40.15,25.49,3.47,21.96,26.97,5.01,2
2555,31.62,26.9,3.5,16.0,20.78,4.78,2
2556,26.89,20.68,3.24,27.16,37.91,10.75,2
2557,28.73,18.58,3.04,21.56,30.3,8.74,2
2558,22.59,19.38,3.0,19.93,27.4,7.47,2
2559,23.55,15.17,2.8,17.33,23.41,6.08,2
2560,30.09,12.46,2.86,17.57,23.73,6.16,2
2561,38.52,12.56,3.22,21.2,28.53,7.33,2
2562,39.03,14.38,3.78,22.98,29.7,6.72,2
2563,30.31,12.34,3.75,22.25,28.55,6.3,2
2564,31.44,9.97,3.86,37.15,44.24,7.09,2
2565,43.27,8.65,3.65,35.8,42.92,7.12,2
2566,48.44,9.82,3.77,34.18,39.82,5.64,2
2567,44.56,14.5,3.62,34.01,39.22,5.21,2
2568,40.0,16.23,3.73,31.37,36.3,4.93,2
2569,45.6,13.78,3.64,27.26,32.17,4.91,2
2570,42.16,25.78,3.59,28.9,33.78,4.88,2
2571,33.41,28.97,3.48,23.51,28.23,4.72,2
2572,29.25,29.24,3.5,28.15,33.16,5.01,2
2573,21.75,25.63,3.67,20.99,25.79,4.8,2
2574,18.41,16.64,3.39,10.39,14.84,4.45,2
2575,26.95,24.4,3.54,39.14,50.46,11.32,2
2576,30.65,28.35,2.98,14.64,21.18,6.54,2
2577,30.52,24.52,2.82,12.42,18.27,5.85,2
2578,33.34,10.59,2.73,14.12,19.39,5.27,2
2579,44.88,8.72,2.96,22.43,30.93,8.5,1
2580,22.06,11.72,3.18,29.3,35.03,5.73,2
2581,44.18,16.08,3.07,35.04,40.45,5.41,3
2582,73.49,18.86,2.85,27.54,33.89,6.35,3
2583,65.97,15.93,2.81,31.56,36.98,5.42,3
2584,70.6,13.0,2.87,32.39,38.94,6.55,3
2585,71.83,15.3,3.02,26.69,31.8,5.11,3
2586,56.77,22.02,3.02,20.6,25.3,4.7,2
2587,43.78,22.19,3.13,15.81,20.86,5.05,2
2588,41.1,14.42,3.04,10.87,15.32,4.45,2
2589,34.42,9.85,2.95,9.83,14.31,4.48,2
2590,21.66,17.9,2.85,22.13,29.7,7.57,1
2591,21.04,14.0,2.93,14.49,20.45,5.96,2
2592,26.26,10.89,2.92,13.23,18.92,5.69,2
2593,30.8,9.95,2.81,16.06,22.13,6.07,2
2594,34.85,8.74,2.77,17.27,23.15,5.88,2
2595,41.61,8.01,3.11,15.2,20.66,5.46,2
2596,44.56,7.84,3.13,15.07,21.05,5.98,2
2597,45.57,8.66,3.37,18.09,23.5,5.41,3
2598,52.93,9.82,3.48,16.26,21.93,5.67,3
2599,73.72,6.75,3.65,60.32,67.99,7.67,4
2600,93.35,12.52,3.91,60.76,66.44,5.68,3
2601,61.56,24.6,3.59,78.68,87.07,8.39,3
2602,23.4,24.89,3.92,111.87,123.29,11.42,3
2603,43.31,15.98,4.31,160.0,226.32,66.32,4
2604,83.23,16.34,4.86,224.75,404.49,179.74,4
2605,96.21,24.68,4.37,143.94,212.01,68.07,3
2606,87.41,28.72,4.14,121.29,144.44,23.15,3
2607,74.6,23.6,3.8,127.56,150.64,23.08,3
2608,65.13,20.76,3.7,77.97,88.43,10.46,3
2609,58.85,21.6,3.63,23.15,27.98,4.83,3
2610,56.36,25.96,3.6,55.4,66.64,11.24,3
2611,54.65,24.56,3.42,76.46,88.6,12.14,3
2612,55.55,19.54,3.67,60.79,70.69,9.9,3
2613,61.52,26.48,3.54,59.34,73.04,13.7,3
2614,61.91,28.64,3.34,32.17,40.9,8.73,3
2615,55.22,20.69,3.43,28.62,36.39,7.77,2
2616,49.8,13.62,3.27,22.1,28.6,6.5,3
2617,69.27,11.7,3.57,39.19,46.34,7.15,2
2618,43.19,17.43,3.78,86.13,96.3,10.17,3
2619,53.02,22.59,4.15,85.76,95.06,9.3,4
2620,100.38,22.5,3.76,61.73,68.48,6.75,4
2621,102.61,23.34,4.46,102.28,115.62,13.34,4
2622,91.26,21.95,5.49,96.48,107.91,11.43,3
2623,77.42,21.1,4.59,71.03,76.29,5.26,3
2624,71.97,32.45,3.94,24.65,29.04,4.39,2
2625,31.75,12.8,4.24,44.27,49.13,4.86,2
2626,32.56,13.79,4.39,77.14,94.7,17.56,3
2627,29.44,20.92,4.38,106.86,144.59,37.73,2
2628,30.43,29.08,4.0,75.46,94.81,19.35,2
2629,41.56,20.59,3.6,31.48,39.79,8.31,2
2630,49.59,13.8,3.44,24.09,30.9,6.81,2
2631,49.02,10.44,3.2,19.07,25.66,6.59,3
2632,62.07,8.74,3.18,16.45,22.03,5.58,3
2633,80.92,15.04,3.25,18.2,24.08,5.88,3
2634,71.58,19.06,3.44,19.19,25.58,6.39,3
2635,56.36,12.56,3.52,18.54,24.17,5.63,3
2636,64.34,9.12,3.26,25.11,31.49,6.38,3
2637,71.71,15.16,3.58,43.26,50.32,7.06,3
2638,70.7,17.88,3.47,83.65,93.45,9.8,3
2639,76.51,11.94,4.27,68.85,75.79,6.94,3
2640,79.43,8.84,4.33,79.37,84.76,5.39,3
2641,73.92,30.68,4.4,88.36,95.98,7.62,3
2642,67.62,41.61,3.99,94.91,103.46,8.55,3
2643,65.7,23.92,4.24,114.14,133.82,19.68,3
2644,67.08,23.15,4.15,121.07,155.85,34.78,3
2645,65.66,26.12,4.23,128.89,182.68,53.79,3
2646,65.06,32.62,4.55,91.49,103.14,11.65,3
2647,65.76,32.4,4.74,67.51,74.52,7.01,3
2648,55.16,45.42,5.37,100.15,139.14,38.99,3
2649,51.4,49.22,4.59,119.55,166.33,46.78,3
2650,57.01,33.41,4.14,78.71,99.78,21.07,3
2651,53.49,20.9,3.71,37.42,46.91,9.49,2
2652,48.18,13.44,3.72,32.55,39.77,7.22,2
2653,48.48,9.89,3.82,26.24,32.36,6.12,2
2654,49.1,8.88,3.6,20.04,25.64,5.6,2
2655,44.71,8.42,4.04,19.9,25.32,5.42,2
2656,48.34,7.76,4.02,21.21,26.53,5.32,2
2657,48.98,6.6,4.33,29.69,38.08,8.39,3
2658,51.29,16.04,4.51,51.98,61.33,9.35,3
2659,71.21,23.02,4.06,58.34,64.82,6.48,3
2660,81.65,20.8,4.37,129.56,155.66,26.1,3
2661,84.0,18.2,4.27,121.24,141.87,20.63,4
2662,94.27,17.97,4.66,111.53,124.5,12.97,3
2663,70.43,19.08,4.79,112.33,144.69,32.36,3
2664,29.46,18.82,5.75,113.11,137.12,24.01,3
2665,56.63,31.34,5.11,75.58,84.01,8.43,3
2666,89.27,34.65,4.86,59.38,65.32,5.94,3
2667,73.34,28.72,4.51,48.07,53.65,5.58,3
2668,70.1,27.92,4.55,34.36,40.11,5.75,3
2669,69.48,22.7,4.0,34.51,40.27,5.76,3
2670,60.85,45.52,5.93,104.37,141.21,36.84,3
2671,67.81,54.76,7.3,93.74,122.29,28.55,4
2672,69.26,58.46,5.2,82.96,103.73,20.77,3
2673,58.29,41.2,4.41,46.01,56.6,10.59,2
2674,44.56,23.62,4.34,35.12,42.58,7.46,2
2675,34.53,15.14,4.13,21.11,26.72,5.61,2
2676,30.33,18.88,4.35,23.87,29.64,5.77,2
2677,25.81,21.08,4.59,19.29,24.44,5.15,2
2678,35.94,15.68,4.38,23.67,29.38,5.71,3
2679,73.02,13.46,4.04,23.65,28.5,4.85,3
2680,80.33,21.46,3.91,46.03,54.22,8.19,3
2681,72.51,40.63,4.24,196.61,305.66,109.05,4
2682,57.84,53.84,4.92,242.47,419.79,177.32,4
2683,102.11,46.33,4.29,123.12,172.48,49.36,3
2684,89.21,35.24,4.46,101.92,129.12,27.2,3
2685,83.33,39.98,4.12,87.64,103.24,15.6,3
2686,70.96,34.02,4.15,67.5,75.19,7.69,3
2687,60.73,26.84,4.02,47.43,54.14,6.71,3
2688,59.21,27.81,3.8,38.35,44.7,6.35,3
2689,50.2,30.84,3.78,35.97,42.12,6.15,3
2690,52.15,32.21,4.09,79.35,104.21,24.86,3
2691,57.86,35.47,4.14,72.59,92.66,20.07,3
2692,49.23,47.44,5.08,102.93,140.78,37.85,3
2693,48.03,50.28,5.59,121.01,159.34,38.33,3
2694,52.55,46.66,5.23,114.22,141.42,27.2,3
2695,54.39,37.88,4.42,43.55,53.45,9.9,2
2696,49.37,22.98,4.35,18.24,23.74,5.5,2
2697,46.38,19.66,4.13,17.98,23.2,5.22,3
2698,52.29,18.01,4.06,17.16,22.19,5.03,2
2699,45.73,12.92,4.11,23.22,28.57,5.35,2
2700,36.48,10.15,3.96,20.84,26.29,5.45,2
2701,36.58,16.43,4.02,21.01,25.82,4.81,2
2702,37.17,19.9,5.25,45.39,52.93,7.54,3
2703,42.99,13.0,6.12,111.15,124.78,13.63,3
2704,42.95,9.11,4.81,165.52,199.96,34.44,3
2705,53.08,13.36,5.7,163.27,227.73,64.46,3
2706,82.22,29.96,6.05,162.32,257.7,95.38,4
2707,100.87,34.43,5.88,147.85,235.03,87.18,4
2708,101.7,33.83,5.16,111.34,148.2,36.86,3
2709,88.76,31.9,5.25,97.6,113.44,15.84,3
2710,71.8,19.62,4.8,93.28,110.03,16.75,3
2711,62.45,18.92,4.71,58.69,65.6,6.91,3
2712,62.41,30.16,4.41,45.14,50.99,5.85,3
2713,53.58,30.64,4.51,37.09,42.53,5.44,2
2714,48.66,21.04,4.08,57.88,71.9,14.02,3
2715,51.88,23.04,4.27,102.95,139.56,36.61,3
2716,48.05,35.62,4.28,67.51,84.16,16.65,3
2717,44.24,37.12,4.31,45.02,56.58,11.56,2
2718,47.74,25.96,4.51,31.64,40.0,8.36,2
2719,49.16,17.14,4.53,20.5,26.99,6.49,2
2720,41.56,11.06,4.01,16.58,21.91,5.33,2
2721,39.72,9.94,3.81,17.88,23.33,5.45,2
2722,40.54,9.04,4.07,18.97,25.03,6.06,2
2723,39.54,7.44,4.37,18.48,23.76,5.28,2
2724,37.45,7.37,4.11,20.74,26.24,5.5,2
2725,35.84,6.64,4.25,21.49,26.58,5.09,2
2726,38.23,12.4,4.27,36.45,42.06,5.61,2
2727,43.16,15.7,4.27,61.73,67.48,5.75,2
2728,47.39,11.42,4.34,98.7,104.09,5.39,3
2729,44.22,9.02,4.77,130.2,145.58,15.38,3
2730,50.65,7.64,5.56,83.61,91.96,8.35,3
2731,60.16,8.39,5.91,65.52,71.48,5.96,3
2732,54.71,14.18,5.28,101.37,114.06,12.69,2
2733,46.13,16.88,5.13,80.86,95.14,14.28,2
2734,47.22,13.32,4.79,68.48,76.34,7.86,2
2735,46.81,12.58,5.19,54.1,60.12,6.02,2
2736,44.57,17.19,4.48,48.16,54.91,6.75,2
2737,42.28,17.66,4.41,37.76,43.23,5.47,2
2738,38.45,13.03,4.33,42.93,50.21,7.28,2
2739,41.87,22.08,4.27,58.59,72.94,14.35,2
2740,35.86,23.77,4.35,30.7,38.77,8.07,2
2741,39.74,28.43,4.45,27.23,34.52,7.29,2
2742,36.17,23.83,4.37,23.54,30.0,6.46,2
2743,30.62,14.38,4.02,20.43,26.39,5.96,2
2744,35.97,9.08,4.69,15.68,21.64,5.96,2
2745,37.18,7.14,4.65,15.28,20.7,5.42,2
2746,33.06,5.78,4.75,11.46,18.93,7.47,2
2747,38.04,4.84,4.59,24.82,32.05,7.23,2
2748,38.47,5.44,4.61,24.6,30.5,5.9,2
2749,34.62,6.94,4.65,29.65,35.25,5.6,3
2750,50.27,7.05,4.57,31.9,37.15,5.25,3
2751,58.9,10.7,4.37,35.33,41.45,6.12,3
2752,52.32,17.12,4.42,36.18,41.07,4.89,3
2753,50.65,18.96,4.48,44.76,49.91,5.15,2
2754,45.1,16.08,5.0,56.67,62.06,5.39,2
2755,45.41,12.0,5.16,31.97,36.9,4.93,2
2756,41.0,10.21,4.78,18.79,23.31,4.52,2
2757,30.58,9.43,4.18,13.31,17.62,4.31,2
2758,32.61,8.8,4.33,14.2,18.46,4.26,2
2759,41.57,7.66,5.89,16.7,20.99,4.29,2
2760,40.66,7.41,5.39,24.04,28.46,4.42,2
2761,38.65,9.8,5.16,49.83,56.94,7.11,2
2762,42.92,16.08,6.11,92.59,123.98,31.39,2
2763,44.96,25.54,7.56,87.0,114.78,27.78,3
2764,56.91,36.12,6.65,53.63,68.23,14.6,3
2765,64.02,42.03,4.94,41.75,53.06,11.31,3
2766,60.94,33.42,4.54,27.16,34.82,7.66,3
2767,57.02,19.54,4.03,18.45,24.42,5.97,2
2768,44.12,15.93,4.12,21.36,27.38,6.02,2
2769,31.6,14.31,4.25,19.68,25.2,5.52,2
2770,34.01,10.15,4.27,22.31,27.78,5.47,2
2771,36.41,10.01,4.31,17.47,22.38,4.91,2
2772,28.62,10.46,4.51,25.74,30.97,5.23,2
2773,31.66,9.66,4.33,23.7,29.39,5.69,2
2774,40.24,7.91,4.19,69.36,78.9,9.54,3
2775,55.62,7.03,4.26,99.5,105.7,6.2,3
2776,63.98,7.5,5.06,71.01,78.95,7.94,3
2777,62.27,15.92,4.79,41.85,46.64,4.79,3
2778,59.06,20.9,4.51,32.77,37.7,4.93,3
2779,55.86,19.21,4.25,26.7,31.98,5.28,3
2780,54.69,16.84,4.32,15.44,19.62,4.18,2
2781,42.92,11.06,4.04,13.66,17.91,4.25,2
2782,32.33,8.99,4.03,28.9,33.19,4.29,2
2783,25.02,8.4,4.26,24.58,28.82,4.24,2
2784,25.01,11.92,5.3,34.96,39.49,4.53,2
2785,35.58,20.57,5.4,76.66,98.0,21.34,3
2786,53.58,38.34,6.09,128.67,205.04,76.37,4
2787,60.22,55.77,5.99,95.11,131.18,36.07,3
2788,53.57,52.12,4.94,73.51,93.62,20.11,3
2789,49.89,42.44,4.76,40.23,51.63,11.4,3
2790,44.93,33.03,4.3,19.49,25.69,6.2,2
2791,42.19,20.76,4.17,12.94,18.43,5.49,2
2792,44.65,13.18,3.98,9.52,14.33,4.81,2
2793,42.48,9.76,4.07,10.61,15.61,5.0,2
2794,37.48,9.13,4.04,13.11,18.55,5.44,2
2795,39.22,7.76,4.24,14.05,19.42,5.37,2
2796,36.76,6.08,4.22,20.56,26.89,6.33,2
2797,29.14,5.2,4.13,35.39,41.73,6.34,2
2798,38.45,5.52,4.32,80.0,88.43,8.43,3
2799,46.25,6.38,4.82,141.44,160.95,19.51,3
2800,50.92,7.12,5.55,198.59,303.61,105.02,3
2801,62.27,7.24,6.32,104.23,116.11,11.88,3
2802,65.68,11.38,6.62,124.64,150.67,26.03,3
2803,59.15,14.43,7.56,100.04,115.22,15.18,3
2804,55.84,23.2,5.61,101.31,112.9,11.59,3
2805,60.0,27.25,5.15,93.91,109.74,15.83,3
2806,51.11,19.68,5.76,77.2,84.46,7.26,2
2807,49.98,16.13,7.53,51.14,55.79,4.65,3
2808,56.51,13.71,7.74,54.45,60.84,6.39,3
2809,54.77,22.95,6.59,70.14,86.14,16.0,3
2810,56.1,28.48,7.09,128.4,200.75,72.35,3
2811,51.96,33.56,7.27,114.23,159.85,45.62,3
2812,58.96,45.37,6.78,89.22,116.1,26.88,3
2813,64.74,41.15,5.13,58.14,73.91,15.77,3
2814,53.86,27.5,4.83,28.63,36.33,7.7,2
2815,45.0,17.96,4.7,23.27,29.64,6.37,2
2816,46.85,12.74,4.85,17.07,22.76,5.69,2
2817,46.52,9.25,4.95,16.71,22.56,5.85,2
2818,41.23,7.18,5.5,22.45,28.85,6.4,2
2819,37.9,5.73,5.15,17.56,23.14,5.58,2
2820,30.66,5.35,4.86,22.93,28.41,5.48,2
2821,33.47,5.78,4.93,33.84,39.24,5.4,3
2822,43.75,6.7,4.67,120.08,130.7,10.62,3
2823,52.96,6.95,5.2,99.41,108.91,9.5,3
2824,55.71,19.39,7.06,64.66,75.72,11.06,3
2825,56.96,28.76,9.02,82.53,90.68,8.15,3
2826,60.26,28.84,7.8,112.96,124.07,11.11,3
2827,60.32,28.65,7.61,98.24,109.41,11.17,3
2828,62.59,28.22,5.94,50.73,56.11,5.38,3
2829,56.03,33.27,5.71,59.7,65.97,6.27,3
2830,57.84,33.26,5.71,43.71,49.64,5.93,3
2831,62.05,34.42,5.54,38.54,44.05,5.51,3
2832,59.6,29.26,5.54,39.26,45.47,6.21,3
2833,63.42,23.66,5.49,60.22,72.21,11.99,3
2834,64.15,35.89,5.32,71.51,87.57,16.06,3
2835,59.72,44.99,5.45,76.17,96.2,20.03,3
2836,52.98,49.29,5.52,86.19,114.14,27.95,3
2837,52.8,46.96,5.41,74.98,94.76,19.78,3
2838,48.38,32.15,5.29,49.2,60.5,11.3,2
2839,43.74,20.48,5.55,35.04,43.23,8.19,2
2840,48.46,14.14,5.19,17.82,23.93,6.11,2
2841,40.83,10.76,5.39,16.98,23.49,6.51,2
2842,32.9,8.84,5.58,20.37,26.67,6.3,2
2843,38.01,7.56,5.76,24.44,31.54,7.1,2
2844,41.28,7.36,6.1,27.38,33.51,6.13,2
2845,42.73,6.87,6.58,30.54,35.46,4.92,2
2846,45.89,6.17,5.26,71.33,77.94,6.61,2
2847,48.44,9.35,6.16,72.42,77.81,5.39,3
2848,51.68,10.94,6.37,59.79,66.11,6.32,3
2849,53.22,12.62,6.23,54.48,59.91,5.43,3
2850,55.74,13.76,6.96,51.5,56.32,4.82,3
2851,54.03,11.56,9.15,84.56,90.94,6.38,3
