,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO
1182,23.78,9.51,1.87,17.6,22.14,4.54
1183,27.11,10.04,1.87,22.32,27.13,4.81
1184,19.44,7.82,1.74,19.42,24.01,4.59
1185,16.66,6.88,2.19,38.34,49.97,11.63
1186,16.27,6.17,2.16,60.56,86.31,25.75
1187,21.16,8.95,2.37,79.58,123.06,43.48
1188,37.35,23.1,2.29,68.21,93.54,25.33
1189,33.72,15.99,2.18,74.66,117.91,43.25
1190,32.0,24.46,2.48,71.03,114.72,43.69
1191,23.28,14.86,2.29,41.18,60.61,19.43
1192,17.45,10.68,2.31,44.81,62.34,17.53
1193,17.56,8.42,2.4,43.15,57.45,14.3
1194,21.86,7.22,2.37,24.56,33.05,8.49
1195,25.43,7.76,1.83,17.66,25.47,7.81
1196,28.37,11.67,1.91,14.91,22.1,7.19
1197,22.55,9.96,2.01,15.5,22.33,6.83
1198,20.46,19.57,1.86,19.64,28.08,8.44
1199,17.47,14.4,1.95,38.89,50.03,11.14
1200,35.06,15.96,2.04,29.52,38.15,8.63
1201,39.38,16.57,2.11,54.89,66.49,11.6
1202,43.88,14.11,2.38,82.17,100.26,18.09
1203,48.71,16.31,2.17,70.32,85.15,14.83
1204,32.01,10.54,2.07,63.07,75.92,12.85
1205,46.63,7.66,1.81,50.79,57.88,7.09
1206,36.6,8.03,1.75,58.96,69.49,10.53
1207,27.17,8.11,1.7,54.61,64.16,9.55
1208,44.8,11.7,1.58,30.03,36.41,6.38
1209,32.1,8.9,1.51,25.67,31.05,5.38
1210,35.89,14.64,1.4,18.34,23.27,4.93
1211,44.88,10.19,1.59,22.69,27.72,5.03
1212,28.01,9.44,1.53,28.16,35.9,7.74
1213,20.85,17.9,1.84,15.73,24.36,8.63
1214,29.46,11.61,1.92,64.12,88.96,24.84
1215,34.58,22.5,2.33,80.18,122.27,42.09
1216,40.14,14.15,2.64,88.67,136.39,47.72
1217,39.3,10.33,2.76,44.4,62.51,18.11
1218,31.47,6.57,2.77,20.13,27.16,7.03
1219,37.12,5.52,2.54,15.92,21.93,6.01
1220,26.77,6.07,2.55,13.48,19.23,5.75
1221,34.78,5.98,3.09,16.98,23.09,6.11
1222,29.04,13.55,3.48,42.69,53.2,10.51
1223,30.5,27.27,3.27,66.74,80.13,13.39
1224,42.16,25.07,2.96,83.78,99.34,15.56
1225,53.23,28.76,3.05,128.78,190.29,61.51
1226,45.88,25.69,2.81,127.12,202.72,75.6
1227,74.31,39.95,2.58,100.13,149.48,49.35
1228,64.87,46.43,2.41,105.63,162.57,56.94
1229,75.67,52.25,2.35,76.71,104.13,27.42
1230,60.66,29.2,2.24,57.3,66.5,9.2
1231,67.29,32.35,1.97,46.35,53.3,6.95
1232,73.17,27.17,1.8,43.57,50.43,6.86
1233,47.4,36.04,1.8,52.97,64.89,11.92
1234,54.46,22.16,2.02,63.85,98.6,34.75
1235,46.82,20.7,2.64,66.45,99.03,32.58
1236,50.21,13.45,2.79,84.49,130.23,45.74
1237,58.63,8.21,2.98,87.68,122.88,35.2
1238,48.62,7.42,2.42,42.71,61.74,19.03
1239,63.6,17.0,2.48,19.3,26.74,7.44
1240,54.02,19.23,1.9,20.17,29.39,9.22
1241,35.79,13.86,1.97,17.25,26.44,9.19
1242,33.82,22.74,1.96,14.08,20.79,6.71
1243,44.13,20.09,1.85,18.57,26.91,8.34
1244,32.63,17.81,1.96,24.87,33.53,8.66
1245,37.66,16.23,1.91,27.32,36.39,9.07
1246,46.27,18.26,1.79,29.69,39.47,9.78
1247,29.51,14.15,1.79,38.93,47.89,8.96
1248,24.56,20.37,1.68,51.21,62.2,10.99
1249,34.55,12.38,1.91,46.21,54.04,7.83
1250,31.46,11.89,1.43,37.78,44.84,7.06
1251,36.4,6.49,1.37,26.16,34.93,8.77
1252,33.19,5.56,1.24,15.12,20.94,5.82
1253,30.12,6.27,1.2,13.85,18.37,4.52
1254,21.19,7.85,1.1,14.06,18.57,4.51
1255,27.31,26.29,1.45,16.32,20.69,4.37
1256,22.04,15.71,1.37,13.69,18.32,4.63
1257,21.84,11.56,1.63,23.51,28.99,5.48
1258,25.93,17.01,2.17,37.12,45.03,7.91
1259,29.91,24.79,2.11,25.68,35.29,9.61
1260,20.65,15.32,1.78,21.19,30.21,9.02
1261,16.12,11.62,1.77,14.07,20.4,6.33
1262,16.13,9.09,1.75,18.03,25.68,7.65
1263,15.69,12.6,1.95,17.75,25.53,7.78
1264,15.4,9.46,1.75,23.41,31.63,8.22
1265,20.95,9.15,1.74,22.05,31.32,9.27
1266,17.51,7.67,1.86,19.92,26.46,6.54
1267,19.85,6.05,1.72,25.76,33.98,8.22
1268,17.07,8.6,1.83,26.07,33.13,7.06
1269,23.57,13.22,1.96,47.0,53.98,6.98
1270,27.59,9.12,1.67,40.6,46.85,6.25
1271,22.43,7.85,1.27,49.44,56.9,7.46
1272,23.03,6.7,1.44,53.51,62.03,8.52
1273,30.51,6.8,1.44,53.82,61.71,7.89
1274,27.87,7.01,1.44,54.89,61.63,6.74
1275,31.89,12.37,1.57,55.41,62.42,7.01
1276,30.46,12.06,1.44,33.54,38.96,5.42
1277,21.57,14.82,1.59,25.03,30.04,5.01
1278,22.36,17.33,1.72,21.46,26.06,4.6
1279,19.62,15.82,1.58,33.08,39.49,6.41
1280,36.89,11.86,1.8,38.92,48.93,10.01
1281,30.36,12.46,2.0,37.49,51.12,13.63
1282,26.25,14.49,2.14,31.47,43.36,11.89
1283,27.14,10.94,2.08,30.43,42.59,12.16
1284,20.53,8.75,2.22,19.22,28.81,9.59
1285,21.92,7.66,1.91,21.9,32.89,10.99
1286,18.0,6.43,2.13,26.4,36.17,9.77
1287,24.76,5.56,2.07,18.33,26.05,7.72
1288,17.4,5.91,2.04,16.64,23.07,6.43
1289,14.66,6.49,2.13,37.17,45.16,7.99
1290,23.26,7.8,2.08,41.93,51.53,9.6
1291,35.21,23.96,1.8,42.11,49.14,7.03
1292,22.22,13.64,1.34,81.22,90.52,9.3
1293,23.19,13.95,1.25,71.42,78.16,6.74
1294,22.08,18.04,1.38,61.38,71.25,9.87
1295,31.26,9.96,1.15,44.72,50.08,5.36
1296,42.48,20.18,1.17,30.76,35.85,5.09
1297,27.32,25.53,1.4,16.02,20.58,4.56
1298,29.59,24.25,1.64,27.07,32.83,5.76
1299,22.13,15.13,1.44,33.69,41.52,7.83
1300,22.55,10.39,1.35,32.36,41.37,9.01
1301,17.36,8.41,1.51,25.8,35.24,9.44
1302,15.57,7.05,1.77,25.83,35.96,10.13
1303,23.49,5.75,1.58,19.1,26.5,7.4
1304,19.11,6.02,1.69,15.03,21.6,6.57
1305,15.9,8.33,1.63,18.77,26.85,8.08
1306,16.73,7.25,1.55,13.74,19.51,5.77
1307,13.59,6.65,1.44,21.85,30.45,8.6
1308,17.45,6.72,1.73,20.89,27.98,7.09
1309,16.68,6.11,1.52,27.88,36.33,8.45
1310,20.26,5.51,1.49,36.06,44.0,7.94
1311,26.44,6.2,1.53,32.22,38.2,5.98
1312,29.46,7.32,1.61,42.95,48.12,5.17
1313,39.13,12.73,1.52,54.84,63.57,8.73
1314,26.26,12.5,1.64,78.23,90.73,12.5
1315,42.8,9.67,1.58,71.49,83.59,12.1
1316,31.48,19.24,1.75,100.13,128.66,28.53
1317,41.8,12.36,1.72,57.03,65.65,8.62
1318,27.82,19.29,1.6,40.63,46.75,6.12
1319,27.51,8.95,1.52,49.38,65.49,16.11
1320,37.45,14.08,1.77,69.63,112.11,42.48
1321,32.36,21.1,3.35,70.09,110.97,40.88
1322,37.42,14.33,4.51,53.57,76.39,22.82
1323,49.84,19.71,3.13,39.77,54.13,14.36
1324,34.97,12.08,2.92,25.59,34.51,8.92
1325,35.17,9.38,2.91,23.09,31.03,7.94
1326,31.81,18.87,2.49,26.54,34.48,7.94
1327,31.88,9.01,1.99,19.83,26.72,6.89
1328,40.35,15.35,1.85,25.24,31.35,6.11
1329,35.42,33.55,1.45,38.3,44.36,6.06
1330,50.54,36.43,1.35,64.84,86.17,21.33
1331,61.29,13.56,1.39,52.9,68.98,16.08
1332,63.35,26.09,1.43,51.02,65.86,14.84
1333,47.9,41.5,1.52,31.4,42.26,10.86
1334,31.89,24.36,1.47,32.77,40.67,7.9
1335,45.17,32.01,1.52,25.61,33.52,7.91
1336,36.54,32.18,1.64,26.38,34.83,8.45
1337,36.06,26.51,1.48,71.01,90.29,19.28
1338,29.56,29.4,1.19,39.44,50.17,10.73
1339,33.06,18.64,1.42,34.99,43.8,8.81
1340,25.58,12.67,1.13,40.84,49.92,9.08
1341,35.28,9.3,1.18,42.27,48.16,5.89
1342,36.43,13.29,1.0,74.58,83.16,8.58
1343,35.69,15.44,1.29,89.67,100.83,11.16
1344,29.49,22.14,1.15,40.22,45.23,5.01
1345,35.02,26.41,1.15,33.02,38.87,5.85
1346,25.36,19.4,1.23,24.97,29.84,4.87
1347,19.67,14.22,1.24,25.83,30.42,4.59
1348,38.01,12.48,1.48,63.56,87.03,23.47
1349,40.56,14.85,1.43,59.75,81.1,21.35
1350,43.36,11.3,1.78,53.41,68.97,15.56
1351,29.78,9.42,1.41,37.87,47.91,10.04
1352,44.6,21.71,1.42,26.21,35.96,9.75
1353,28.04,24.25,1.26,18.75,26.02,7.27
1354,20.88,14.28,1.25,14.63,20.5,5.87
1355,25.92,10.73,1.26,30.95,39.49,8.54
1356,35.37,24.28,1.34,35.9,46.16,10.26
1357,25.8,14.49,1.37,40.29,50.71,10.42
1358,29.66,10.47,1.1,29.36,37.1,7.74
1359,21.84,7.6,1.27,60.08,70.57,10.49
1360,43.49,9.55,1.32,87.82,100.99,13.17
1361,49.07,15.05,1.42,49.93,60.42,10.49
1362,33.9,14.59,1.84,74.52,89.44,14.92
1363,38.24,19.78,2.16,76.36,92.4,16.04
1364,44.38,22.42,1.93,55.99,64.21,8.22
1365,43.78,24.86,1.98,49.74,56.31,6.57
1366,51.42,22.94,1.85,41.54,47.12,5.58
1367,40.43,16.3,1.68,31.98,37.29,5.31
1368,46.54,21.93,1.62,34.35,39.66,5.31
1369,38.67,21.29,2.05,44.96,59.08,14.12
1370,28.5,22.64,2.23,57.57,85.46,27.89
1371,38.08,13.82,2.6,44.99,64.43,19.44
1372,35.65,10.58,2.68,32.95,45.56,12.61
1373,27.6,12.94,2.4,25.17,34.47,9.3
1374,33.98,8.87,2.08,19.39,27.11,7.72
1375,29.99,7.22,2.19,19.6,26.94,7.34
1376,27.1,7.12,2.09,21.64,29.03,7.39
1377,30.33,7.03,2.17,24.41,29.65,5.24
1378,49.01,16.14,1.87,76.06,85.43,9.37
1379,52.45,47.43,1.94,145.54,197.38,51.84
1380,48.94,43.56,1.88,91.19,117.06,25.87
1381,35.49,24.74,1.58,78.71,89.09,10.38
1382,30.76,17.03,1.6,122.69,158.29,35.6
1383,29.28,26.25,1.99,162.21,264.68,102.47
1384,52.63,41.14,1.72,116.49,168.47,51.98
1385,60.36,25.39,1.53,86.28,109.08,22.8
1386,62.07,30.7,1.65,89.23,110.0,20.77
1387,66.13,30.27,1.39,71.37,85.38,14.01
1388,36.79,29.94,0.99,43.88,53.37,9.49
1389,39.75,21.91,0.95,59.75,92.92,33.17
1390,51.64,42.02,1.42,77.08,132.73,55.65
1391,44.84,30.93,1.77,109.03,186.2,77.17
1392,58.5,30.18,1.67,99.12,149.41,50.29
1393,51.0,22.63,1.69,69.72,94.7,24.98
1394,42.41,18.16,1.5,54.35,68.19,13.84
1395,47.32,27.87,1.7,32.5,41.53,9.03
1396,50.76,20.69,1.69,16.94,24.01,7.07
1397,32.99,13.86,1.72,37.83,44.88,7.05
1398,50.88,21.89,1.55,66.91,77.34,10.43
1399,46.17,38.59,1.5,58.18,71.26,13.08
1400,30.02,21.91,1.67,28.45,36.69,8.24
1401,36.04,14.91,1.4,28.47,35.43,6.96
1402,27.65,10.69,1.23,62.68,74.42,11.74
1403,36.08,9.36,1.19,42.9,50.14,7.24
1404,28.55,10.23,1.19,39.97,45.92,5.95
1405,20.74,8.77,1.32,73.67,87.08,13.41
1406,22.8,7.5,1.37,123.56,162.55,38.99
1407,52.91,22.13,1.1,87.75,109.66,21.91
1408,50.19,14.36,0.93,72.08,87.22,15.14
1409,51.99,16.94,0.98,58.72,68.59,9.87
1410,52.46,16.5,0.93,46.7,54.57,7.87
1411,37.13,12.57,0.86,39.5,46.17,6.67
1412,38.58,11.25,1.17,39.75,48.0,8.25
1413,46.44,31.49,1.34,55.25,82.74,27.49
1414,45.1,18.58,1.34,69.76,114.66,44.9
1415,32.79,16.95,1.5,55.65,74.42,18.77
1416,30.09,16.23,1.5,44.49,60.38,15.89
1417,35.49,10.99,1.54,30.65,41.11,10.46
1418,25.75,9.16,1.8,13.94,20.3,6.36
1419,19.46,9.66,1.52,16.04,23.28,7.24
1420,26.07,8.14,1.41,14.88,22.04,7.16
1421,19.57,7.64,1.47,14.17,20.92,6.75
1422,18.81,7.09,1.53,24.34,30.89,6.55
1423,28.32,11.52,1.56,41.52,48.85,7.33
1424,22.88,16.35,1.53,62.95,73.26,10.31
1425,43.63,20.01,1.27,33.19,40.99,7.8
1426,50.53,25.44,1.56,41.41,48.62,7.21
1427,31.76,20.25,1.42,37.02,42.53,5.51
1428,34.57,13.88,1.07,50.67,58.31,7.64
1429,34.81,20.31,1.12,45.36,51.26,5.9
1430,25.91,14.09,0.97,43.39,48.57,5.18
1431,32.78,10.06,0.97,36.26,41.08,4.82
1432,23.64,7.3,0.86,26.53,31.08,4.55
1433,16.43,7.16,0.7,39.45,50.37,10.92
1434,17.0,14.88,0.86,36.82,48.65,11.83
1435,18.59,10.85,1.1,24.56,32.93,8.37
1436,24.5,8.1,1.2,22.39,31.24,8.85
1437,19.3,6.4,1.15,13.17,19.27,6.1
1438,30.65,5.57,1.26,17.45,24.47,7.02
1439,42.63,5.61,1.46,19.0,26.7,7.7
1440,54.68,16.24,1.25,20.57,28.51,7.94
1441,82.93,11.91,1.08,20.63,28.2,7.57
1442,55.08,15.28,1.26,18.59,25.52,6.93
1443,51.97,10.22,1.21,18.97,26.1,7.13
1444,41.42,13.52,0.92,18.59,24.46,5.87
1445,38.04,10.94,0.98,15.67,20.91,5.24
1446,26.31,15.95,0.92,18.5,23.36,4.86
1447,36.56,22.46,1.23,30.01,35.28,5.27
1448,52.84,15.01,1.2,41.69,48.77,7.08
1449,64.63,11.66,1.24,46.74,52.62,5.88
1450,41.95,13.89,1.4,53.83,59.42,5.59
1451,50.02,10.64,1.29,31.88,36.58,4.7
1452,39.94,16.6,1.25,57.3,62.53,5.23
1453,32.27,12.84,1.42,50.01,55.0,4.99
1454,36.2,9.93,1.17,69.48,74.68,5.2
1455,27.55,9.52,1.38,28.25,32.89,4.64
1456,29.47,12.09,1.13,23.33,28.19,4.86
1457,39.49,23.19,1.05,39.19,47.53,8.34
1458,47.21,14.74,1.28,48.97,64.98,16.01
1459,27.36,17.91,1.69,24.16,31.94,7.78
1460,49.96,11.29,1.73,21.62,29.22,7.6
1461,64.99,12.91,1.33,25.91,35.05,9.14
1462,57.77,21.35,1.33,20.85,29.32,8.47
1463,61.8,13.86,1.2,14.7,21.04,6.34
1464,52.64,10.53,1.46,22.25,30.47,8.22
1465,57.71,23.05,1.13,29.55,37.88,8.33
1466,53.43,13.75,1.23,51.35,61.88,10.53
1467,55.3,10.02,1.46,31.31,37.33,6.02
1468,63.46,16.82,1.4,66.19,72.3,6.11
1469,43.22,26.76,1.11,74.92,81.13,6.21
1470,35.61,29.26,1.02,78.29,84.0,5.71
1471,28.79,25.79,1.21,77.85,84.16,6.31
1472,28.94,28.12,1.19,70.9,77.25,6.35
1473,37.66,22.6,1.23,28.59,33.15,4.56
1474,25.47,15.06,0.91,20.37,24.78,4.41
1475,32.26,13.72,0.91,26.9,31.32,4.42
1476,22.15,9.88,0.88,20.37,24.92,4.55
1477,20.85,14.27,0.94,20.16,24.61,4.45
1478,26.11,21.72,0.98,30.28,35.79,5.51
1479,34.78,26.88,0.96,54.52,66.2,11.68
1480,18.32,15.81,0.96,63.68,82.22,18.54
1481,21.18,16.65,0.93,37.53,50.08,12.55
1482,26.43,14.27,1.09,28.27,37.91,9.64
1483,30.11,16.57,0.87,21.82,30.1,8.28
1484,28.84,17.94,0.91,18.23,25.15,6.92
1485,21.44,12.32,0.79,21.26,29.66,8.4
1486,17.61,8.77,0.92,29.39,38.78,9.39
1487,28.53,6.67,1.09,37.21,46.18,8.97
1488,30.06,7.27,1.1,58.34,66.32,7.98
1489,37.01,19.75,0.93,69.02,78.14,9.12
1490,28.8,20.35,0.73,76.99,88.38,11.39
1491,27.51,18.53,0.78,83.77,105.47,21.7
1492,24.63,20.02,0.97,89.48,114.74,25.26
1493,18.38,13.54,0.77,56.47,67.42,10.95
1494,57.45,40.16,0.93,20.81,25.65,4.84
1495,63.96,23.11,0.93,39.75,55.87,16.12
1496,38.17,14.53,0.84,42.43,58.67,16.24
1497,29.18,18.77,9.4,20.1,25.41,5.31
1498,28.7,9.87,6.1,19.97,24.24,4.27
1499,32.87,8.15,5.77,16.3,21.79,5.49
1500,23.1,7.26,5.84,18.72,24.29,5.57
1501,20.09,11.47,5.77,17.46,21.56,4.1
1502,24.98,11.85,5.02,19.63,24.0,4.37
1503,20.12,10.15,4.96,28.43,31.69,3.26
1504,18.08,9.17,5.04,55.34,60.13,4.79
1505,42.35,20.86,4.94,30.04,31.2,1.16
1506,33.74,13.67,4.99,33.61,35.71,2.1
1507,23.94,17.05,5.53,29.63,30.41,0.78
1508,24.77,10.48,4.69,23.72,24.69,0.97
1509,20.57,13.11,5.73,21.38,22.08,0.7
1510,25.14,15.93,5.62,21.12,21.81,0.69
1511,32.36,25.49,5.75,49.46,56.44,6.98
1512,24.2,16.2,5.71,57.21,69.47,12.26
1513,27.58,12.15,5.73,74.05,99.05,25.0
1514,32.98,18.88,5.86,46.97,58.22,11.25
1515,23.89,13.39,5.55,25.39,30.73,5.34
1516,26.07,7.07,5.03,16.12,19.99,3.87
1517,19.58,5.91,5.03,11.69,14.05,2.36
1518,16.03,5.29,5.44,12.96,15.42,2.46
1519,13.86,5.94,5.04,12.91,15.22,2.31
1520,19.61,5.29,5.12,15.15,17.03,1.88
1521,22.16,9.38,5.93,45.33,47.81,2.48
1522,25.89,12.54,5.19,93.57,97.96,4.39
1523,44.4,19.48,5.04,100.27,105.53,5.26
1524,30.68,18.07,5.52,111.52,136.77,25.25
1525,30.52,14.47,5.06,56.44,74.6,18.16
1526,30.49,11.11,3.97,56.33,72.34,16.01
1527,26.23,13.01,2.55,37.24,45.16,7.92
1528,23.78,10.54,2.42,24.7,29.8,5.1
1529,39.08,9.36,2.47,17.06,20.25,3.19
1530,31.04,8.15,2.38,11.57,13.6,2.03
1531,21.66,6.78,2.34,14.29,16.57,2.28
1532,17.05,7.92,2.35,16.06,18.31,2.25
1533,21.8,20.63,2.16,26.9,29.44,2.54
1534,16.26,14.77,2.1,65.28,71.14,5.86
1535,21.29,12.45,1.98,104.72,116.58,11.86
1536,50.46,26.39,2.45,130.13,159.52,29.39
1537,64.83,43.94,2.64,94.47,132.57,38.1
1538,16.19,9.93,3.01,12.68,15.15,2.47
1539,14.61,6.46,2.84,12.96,15.06,2.1
1540,15.99,4.83,2.54,20.97,23.41,2.44
1541,34.52,6.11,2.63,25.38,29.61,4.23
1542,34.05,6.83,2.56,37.09,39.49,2.4
1543,36.15,8.04,2.94,41.44,43.98,2.54
1544,20.95,6.78,3.24,40.07,43.28,3.21
1545,26.32,7.99,2.46,71.45,83.51,12.06
1546,37.85,11.81,2.71,31.17,33.51,2.34
1547,28.06,20.36,2.87,30.16,33.78,3.62
1548,49.88,14.66,2.5,50.29,68.79,18.5
1549,62.81,38.53,2.83,40.48,55.28,14.8
1550,37.6,22.52,2.8,42.98,54.95,11.97
1551,20.03,5.14,3.0,25.19,29.44,4.25
1552,34.82,4.78,3.22,28.57,31.36,2.79
1553,32.52,4.77,2.97,54.89,59.95,5.06
1554,36.64,5.22,2.93,68.5,71.65,3.15
1555,41.39,5.23,2.98,101.11,107.67,6.56
1556,47.95,4.76,2.95,82.66,86.99,4.33
1557,41.76,5.14,2.95,81.92,87.84,5.92
1558,62.15,4.75,3.07,89.2,96.2,7.0
1559,49.88,4.64,3.08,54.54,57.05,2.51
1560,49.87,5.07,2.95,56.59,60.28,3.69
1561,31.06,8.91,2.9,49.89,65.68,15.79
1562,30.96,8.51,2.8,47.78,62.69,14.91
1563,30.22,7.82,2.59,44.62,57.47,12.85
1564,34.19,6.45,2.76,33.85,42.53,8.68
1565,43.02,6.01,2.87,22.37,26.96,4.59
1566,43.25,5.88,2.74,16.21,18.78,2.57
1567,32.0,5.49,2.97,16.4,18.64,2.24
1568,35.49,5.3,2.85,19.78,21.88,2.1
1569,36.91,5.91,2.96,20.82,23.1,2.28
1570,37.71,4.86,2.94,26.79,28.73,1.94
1571,41.53,5.06,3.12,64.06,66.57,2.51
1572,29.77,4.88,3.24,149.19,168.83,19.64
1573,99.87,4.66,2.85,156.02,207.64,51.62
1574,97.09,3.83,2.77,128.6,159.37,30.77
1575,76.71,3.48,2.78,95.76,116.95,21.19
1576,91.31,4.5,2.43,77.52,89.23,11.71
1577,80.14,4.44,2.4,52.07,55.59,3.52
1578,73.55,4.88,2.52,41.2,43.93,2.73
1579,49.12,6.98,2.6,47.4,51.77,4.37
1580,47.88,5.04,2.59,50.29,56.38,6.09
1581,54.07,5.24,2.67,70.65,105.73,35.08
1582,34.25,11.64,2.96,97.72,160.59,62.87
1583,44.6,9.91,3.72,95.54,142.64,47.1
1584,34.85,6.08,3.54,16.51,18.69,2.18
1585,90.37,5.71,3.15,18.36,20.44,2.08
1586,57.5,5.1,3.23,20.76,22.81,2.05
1587,48.55,5.17,3.14,22.05,23.82,1.77
1588,39.48,5.16,3.13,30.53,34.67,4.14
1589,48.58,4.47,2.81,25.39,27.85,2.46
1590,55.61,5.22,3.14,149.62,185.14,35.52
1591,85.47,5.24,3.43,174.93,271.12,96.19
1592,85.14,4.18,3.34,152.52,233.38,80.86
1593,101.7,4.73,3.38,126.01,177.69,51.68
1594,95.17,4.7,3.11,98.89,126.58,27.69
1595,76.56,5.26,2.96,68.55,75.67,7.12
1596,72.59,4.99,2.93,61.15,65.02,3.87
1597,67.37,4.82,3.07,49.45,52.29,2.84
1598,39.6,5.26,2.94,53.8,58.69,4.89
1599,36.6,5.33,3.01,56.45,68.74,12.29
1600,37.33,4.78,3.26,85.13,119.93,34.8
1601,63.56,5.03,3.38,65.76,78.72,12.96
1602,44.2,5.31,3.65,89.61,119.42,29.81
1603,23.62,4.69,2.91,17.95,21.28,3.33
1604,23.16,5.22,2.84,42.23,46.47,4.24
1605,39.01,4.23,2.66,45.27,51.99,6.72
1606,41.74,4.5,2.65,70.72,76.08,5.36
1607,34.09,5.0,2.59,60.14,63.26,3.12
1608,36.62,5.37,2.33,66.3,68.86,2.56
1609,33.99,5.13,2.52,69.09,72.24,3.15
1610,23.86,5.36,2.37,12.55,13.52,0.97
1611,18.77,5.39,2.47,15.13,17.82,2.69
1612,24.57,5.11,2.48,32.11,40.97,8.86
1613,19.02,5.18,2.52,38.78,54.32,15.54
1614,18.69,7.67,2.4,28.94,39.46,10.52
1615,20.89,6.42,2.42,21.74,30.85,9.11
1616,16.52,8.8,2.31,19.36,26.05,6.69
1617,15.45,8.41,2.28,19.74,24.68,4.94
1618,24.63,6.84,2.64,18.79,23.38,4.59
1619,18.26,6.14,2.9,21.25,23.51,2.26
1620,24.47,5.18,2.69,43.76,47.42,3.66
1621,35.51,4.15,2.35,26.57,31.4,4.83
1622,25.12,4.97,2.38,50.33,64.36,14.03
1623,24.04,5.32,2.31,40.38,49.46,9.08
1624,23.18,5.47,2.36,78.22,87.27,9.05
1625,30.86,4.26,2.37,90.19,107.16,16.97
1626,46.22,3.73,2.53,70.79,79.13,8.34
1627,32.7,4.76,2.69,29.87,32.31,2.44
1628,35.03,5.03,2.58,30.17,31.79,1.62
1629,37.58,5.2,2.64,34.48,36.31,1.83
1630,26.84,4.83,2.78,26.29,27.69,1.4
1631,25.11,4.9,2.67,17.86,18.71,0.85
1632,21.81,5.0,2.45,25.15,26.51,1.36
1633,25.59,4.8,2.48,28.35,30.7,2.35
1634,24.36,4.43,2.54,38.68,43.0,4.32
1635,28.69,4.63,2.78,54.43,72.22,17.79
1636,24.15,5.57,2.89,43.13,60.04,16.91
1637,21.15,8.24,2.8,24.94,33.31,8.37
1638,36.02,9.78,2.97,26.58,34.99,8.41
1639,38.46,9.59,2.72,20.06,24.57,4.51
1640,27.06,8.06,2.87,16.23,19.64,3.41
1641,24.77,6.58,3.2,15.62,18.11,2.49
1642,23.66,5.78,3.18,11.65,13.07,1.42
1643,26.15,5.2,3.09,17.49,20.16,2.67
1644,53.72,6.73,3.34,11.52,14.44,2.92
1645,59.92,5.84,3.38,13.25,16.5,3.25
1646,80.94,5.46,3.42,11.4,14.43,3.03
1647,88.0,5.46,3.08,11.2,13.44,2.24
1648,12.79,7.43,2.54,32.01,38.2,6.19
1649,13.11,7.13,2.63,26.73,31.6,4.87
1650,19.3,8.1,2.44,24.75,28.91,4.16
1651,17.42,6.4,2.4,40.27,44.1,3.83
1652,27.38,4.73,2.66,57.91,64.86,6.95
1653,24.52,4.59,2.65,85.32,95.59,10.27
1654,23.07,4.32,2.71,50.2,53.59,3.39
1655,35.04,4.23,2.69,34.11,36.81,2.7
1656,23.55,4.89,2.56,38.48,43.13,4.65
1657,18.73,4.84,2.53,49.98,60.52,10.54
1658,21.27,4.83,2.49,38.03,44.51,6.48
1659,20.27,5.07,2.69,37.36,44.68,7.32
1660,18.3,5.29,2.43,16.96,20.18,3.22
1661,26.9,4.69,2.48,15.55,17.91,2.36
1662,13.52,4.81,2.32,52.44,60.85,8.41
1663,14.44,4.27,2.4,34.52,40.94,6.42
1664,27.15,4.23,2.46,26.72,30.8,4.08
1665,24.95,4.55,2.42,26.51,31.53,5.02
1666,20.0,5.49,2.27,23.06,26.3,3.24
1667,33.22,4.88,2.55,30.62,34.56,3.94
1668,36.11,4.0,2.63,30.41,35.23,4.82
1669,25.29,4.63,2.73,40.56,48.83,8.27
1670,30.49,6.17,2.61,45.01,52.01,7.0
1671,18.52,6.54,2.88,14.65,17.77,3.12
1672,25.72,5.54,2.82,9.85,12.55,2.7
1673,20.31,5.0,2.93,11.73,14.65,2.92
1674,25.06,5.18,2.75,13.48,17.14,3.66
1675,34.92,5.43,3.09,11.06,12.75,1.69
1676,38.0,5.26,2.79,14.15,16.01,1.86
1677,36.1,4.94,3.04,16.03,21.23,5.2
1678,27.12,5.27,2.88,19.01,21.13,2.12
1679,38.59,4.86,3.0,38.81,43.0,4.19
1680,42.1,5.14,2.98,44.48,46.02,1.54
1681,51.7,5.02,2.93,55.22,58.83,3.61
1682,50.88,4.75,2.99,36.93,38.33,1.4
1683,45.19,4.75,3.1,39.75,41.33,1.58
1684,54.18,4.59,4.34,72.4,76.86,4.46
1685,49.54,4.66,5.44,61.06,64.05,2.99
1686,55.26,4.53,4.91,41.21,42.4,1.19
1687,43.67,4.29,4.38,54.77,56.91,2.14
1688,41.29,4.54,3.56,42.09,44.14,2.05
1689,51.63,4.45,3.34,43.18,45.99,2.81
1690,41.66,4.39,3.38,62.34,79.44,17.1
1691,34.35,4.66,3.51,66.14,93.28,27.14
1692,41.87,7.8,3.63,52.32,70.47,18.15
1693,39.29,10.2,3.08,27.52,33.2,5.68
1694,26.54,8.14,3.12,31.14,37.85,6.71
1695,34.14,6.86,3.06,13.72,16.26,2.54
1696,30.22,6.14,3.0,12.16,14.08,1.92
1697,36.02,5.82,2.96,8.89,10.27,1.38
